symbol,name,price,marketCap,volume,industry
ELS,Equity Lifestyle Properties Inc. Common Stock,63.55,12324731493.0,1150363,Real Estate
VICR,Vicor Corporation Common Stock,267.99,12215361262.0,474541,Technology
AVY,Avery Dennison Corporation Common Stock,159.66,12212454869.0,468952,Consumer Discretionary
COO,The Cooper Companies Inc. Common Stock,62.55,12204405595.0,1536844,Health Care
ZBRA,Zebra Technologies Corporation Class A Common Stock,255.55,12172713326.0,1383741,Industrials
SAIA,Saia Inc. Common Stock,456.23,12168207963.0,367196,Industrials
AXSM,Axsome Therapeutics Inc. Common Stock,235.97,12142960983.0,674617,Health Care
FIVE,Five Below Inc. Common Stock,219.5,12137236916.0,805378,Consumer Discretionary
GL,Globe Life Inc. Common Stock,156.28,12134323249.0,398984,Finance
NYT,New York Times Company (The) Common Stock,74.96,12133227917.0,1319364,Consumer Discretionary
QXO,QXO Inc. Common Stock,16.67,12088551060.0,9509935,Consumer Discretionary
DT,Dynatrace Inc. Common Stock,41.21,12011714957.0,4502255,Technology
FIG,Figma Inc. Class A Common Stock,22.71,11999431973.0,16841658,Technology
IVZ,Invesco Ltd Common Stock,27.05,11991173814.0,2603690,Finance
EQH,Equitable Holdings Inc. Common Stock,42.58,11987095626.0,2701707,Finance
GDDY,GoDaddy Inc. Class A Common Stock,90.46,11977794760.0,1378066,Technology
MDGL,Madrigal Pharmaceuticals Inc. Common Stock,517.26,11925770174.0,160867,Health Care
HUT,Hut 8 Corp. Common Stock,105.9,11923716461.0,3304991,Finance
CNA,CNA Financial Corporation Common Stock,44.05,11916909271.0,400582,Finance
SWK,Stanley Black & Decker Inc. Common Stock,76.46,11886132423.0,982933,Consumer Discretionary
GWRE,Guidewire Software Inc. Common Stock,140.26,11874056742.0,1552379,Technology
AGNC,AGNC Investment Corp. Common Stock,10.21,11720357867.0,11676708,Real Estate
ALGN,Align Technology Inc. Common Stock,163.61,11717441758.0,844545,Health Care
PSKY,Paramount Skydance Corporation Class B Common Stock,10.46,11706550187.0,5042243,Industrials
HRL,Hormel Foods Corporation Common Stock,21.24,11688036557.0,4567097,Consumer Staples
COKE,Coca-Cola Consolidated Inc. Common Stock,175.53,11684030526.0,1022007,Consumer Staples
TXRH,Texas Roadhouse Inc. Common Stock,177.57,11671607736.0,718939,Consumer Discretionary
LFUS,Littelfuse Inc. Common Stock,460.48,11645034514.0,298905,Energy
AMH,American Homes 4 Rent Common Shares of Beneficial Interest,32.27,11636419754.0,2146446,Real Estate
WBS,Webster Financial Corporation Common Stock,71.8,11633502556.0,5440782,Finance
VIAV,Viavi Solutions Inc. Common Stock,49.51,11580778644.0,4586164,Technology
GMED,Globus Medical Inc. Class A Common Stock,84.81,11512501731.0,1808873,Health Care
CLX,Clorox Company (The) Common Stock,95.11,11500829694.0,1631706,Consumer Discretionary
FHN,First Horizon Corporation Common Stock,24.23,11499989609.0,2940343,Finance
BLD,TopBuild Corp. Common Stock,407.97,11481157423.0,332521,Consumer Discretionary
MP,MP Materials Corp. Common Stock,64.46,11475310883.0,6837065,Basic Materials
OKLO,Oklo Inc. Class A common stock,65.88,11462526224.0,11375052,Utilities
KNX,Knight-Swift Transportation Holdings Inc.,70.12,11394079280.0,2733924,Industrials
HL,Hecla Mining Company Common Stock,16.98,11388696603.0,11827035,Industrials
AR,Antero Resources Corporation Common Stock,36.75,11386473000.0,4634010,Energy
AFG,American Financial Group Inc. Common Stock,136.69,11357036685.0,227440,Finance
WLK,Westlake Corporation Common Stock,88.6,11351692838.0,829712,Industrials
AIT,Applied Industrial Technologies Inc. Common Stock,307.1,11350275041.0,180074,Consumer Discretionary
BTSG,BrightSpring Health Services Inc. Common Stock,58.5,11344226283.0,1447399,Health Care
WULF,TeraWulf Inc. Common Stock,22.82,11308054959.0,20770423,Technology
ALLE,Allegion plc Ordinary Shares,130.43,11208614350.0,642879,Consumer Discretionary
XE,X-Energy Inc. Class A Common Stock,28.32,11193441711.0,2861659,Industrials
GLXY,Galaxy Digital Inc. Class A Common Stock,28.65,11190985955.0,4063764,Finance
U,Unity Software Inc. Common Stock,25.57,11162199873.0,7794311,Technology
SF,Stifel Financial Corporation Common Stock,72.59,11135434412.0,1222861,Finance
ARW,Arrow Electronics Inc. Common Stock,217.33,11112940484.0,434992,Technology
CACI,CACI International Inc. Class A Common Stock,501.35,11075475762.0,186998,Technology
BJ,BJ's Wholesale Club Holdings Inc. Common Stock,86.64,11063271962.0,7351811,Consumer Discretionary
AAON,AAON Inc. Common Stock,134.6,11025316166.0,944215,Industrials
SJM,The J.M. Smucker Company Common Stock,103.36,11023170252.0,1117849,Consumer Staples
CGNX,Cognex Corporation Common Stock,66.09,10998661517.0,2039797,Industrials
SEIC,SEI Investments Company Common Stock,90.53,10888312517.0,527792,Finance
FRVO,Fervo Energy Company Class A common stock,38.35,10874615471.0,3402001,Utilities
ELAN,Elanco Animal Health Incorporated Common Stock,21.73,10853039439.0,5829023,Health Care
PAG,Penske Automotive Group Inc. Common Stock,164.73,10830874776.0,183163,Consumer Discretionary
RVTY,Revvity Inc. Common Stock,96.95,10815719992.0,942923,Industrials
CCK,Crown Holdings Inc.,96.71,10807015330.0,1042212,Industrials
PINS,Pinterest Inc. Class A Common Stock,19.29,10805434838.0,12783668,Technology
CPT,Camden Property Trust Common Stock,107.47,10802855598.0,1251879,Real Estate
QBTS,D-Wave Quantum Inc. Common Shares,29.4,10782085469.0,141270753,Technology
BMNR,BitMine Immersion Technologies Inc. Common Stock,18.88,10753610343.0,24436835,Finance
JOBY,Joby Aviation Inc. Common Stock,10.92,10741379944.0,35927376,Industrials
PODD,Insulet Corporation Common Stock,154.87,10727020062.0,949500,Health Care
IT,Gartner Inc. Common Stock,160.01,10712971759.0,1042203,Consumer Discretionary
GSAT,Globalstar Inc. Common Stock,83.0,10689481273.0,751204,Consumer Discretionary
SCI,Service Corporation International Common Stock,77.39,10677575535.0,1263509,Consumer Discretionary
JEF,Jefferies Financial Group Inc. Common Stock,51.98,10626391318.0,2271912,Finance
WTRG,Essential Utilities Inc. Common Stock,37.44,10619218884.0,1154350,Utilities
HLI,Houlihan Lokey Inc. Class A Common Stock,151.63,10581544887.0,468504,Finance
ARWR,Arrowhead Pharmaceuticals Inc. Common Stock,74.95,10557233724.0,1401693,Health Care
KTOS,Kratos Defense & Security Solutions Inc. Common Stock,56.18,10534872701.0,2938226,Industrials
AM,Antero Midstream Corporation Common Stock,22.17,10530306600.0,2765748,Utilities
DPZ,Domino's Pizza Inc Common Stock,316.52,10528047092.0,506154,Consumer Discretionary
TTD,The Trade Desk Inc. Class A Common Stock,22.38,10521025119.0,16279162,Technology
AES,The AES Corporation Common Stock,14.68,10469155227.0,8781130,Utilities
BMRN,BioMarin Pharmaceutical Inc. Common Stock,54.09,10454755251.0,2438397,Health Care
EHC,Encompass Health Corporation Common Stock,104.96,10411935437.0,668243,Health Care
SPXC,SPX Technologies Inc. Common Stock,207.8,10403473544.0,492286,Industrials
CR,Crane Company Common Stock,179.75,10379787059.0,374949,Industrials
SFD,Smithfield Foods Inc. Common Stock,26.34,10364191107.0,712150,Consumer Staples
WMS,Advanced Drainage Systems Inc. Common Stock,133.0,10360112805.0,1524822,Consumer Discretionary
ERIE,Erie Indemnity Company Class A Common Stock,224.23,10357544710.0,188764,Finance
FRT,Federal Realty Investment Trust Common Stock,119.75,10345106341.0,1122773,Real Estate
HUBS,HubSpot Inc. Common Stock,201.97,10344446948.0,1302866,Technology
POWL,Powell Industries Inc. Common Stock,279.22,10172445034.0,410031,Energy
VSAT,ViaSat Inc. Common Stock,74.56,10127589259.0,2295213,Technology
WTFC,Wintrust Financial Corporation Common Stock,149.89,10109744147.0,300847,Finance
UHAL,U-Haul Holding Company Common Stock,51.55,10107814714.0,180685,Consumer Discretionary
WTS,Watts Water Technologies Inc. Class A Common Stock,302.44,10098740772.0,231430,Industrials
WYNN,Wynn Resorts Limited Common stock,97.24,10092221528.0,1208886,Consumer Discretionary
BSY,Bentley Systems Incorporated Class B Common Stock,33.16,10073897710.0,1898335,Technology
FORM,FormFactor Inc. FormFactor Inc. Common Stock,128.99,10055386040.0,1438744,Technology
ENSG,The Ensign Group Inc. Common Stock,171.94,10049102076.0,447183,Health Care
MUSA,Murphy USA Inc. Common Stock,542.74,10024779577.0,281362,Consumer Discretionary
OGE,OGE Energy Corp Common Stock,48.54,10017409541.0,1042929,Utilities
